id,name,description,price,color,type,material,care,origin,category,tags,sizes,photos,available,priority,created_at,updated_at,metadata,view_count,last_viewed_at
riu-segura,Riu Segura,Calcetines artesanales modelo Riu Segura.,0.00,Multicolor,Calcetines artesanales,Algodón artesanal,"Lavar a mano con agua fría, no usar secadora",Tejidos artesanalmente en España,Calces Mostraribrodades,"[""Calces Mostraribrodades""]",[],0,false,1000,2025-11-14 10:29:25.486248+00,2025-11-15 18:43:34.222+00,"{""imagePlaceholders"":{""/images/products/riu-segura_001.jpg"":""data:image/webp;base64,UklGRpQAAABXRUJQVlA4IIgAAADwBACdASoYABgAPu1srlCppiQiqAqpMB2JQBnsjR2POCJbu1aa6/Zb/nibGY/oq9AA/vxI1/bs2RUyPJTu1XyVpblSSQaw+RQmaicfWrJW7EvwQbr+CPd/6nfyzjdu+DFSyKyQkJaxL/TzQ6Y7xrYsDfMY69O1mua8ucJmwTBB2QML2/KgAAAA"",""/images/products/riu-segura_002.jpg"":""data:image/webp;base64,UklGRnwAAABXRUJQVlA4IHAAAACwBACdASoYABgAPulep02pJSOiN/VYASAdCWcAAC1P1ySx1hvhzHBz1FR99w4AAP7yo+S9rKBcAnT2qTUxWEbH92AF47v3rLR6VVtA/r5b1HQATlKinISi89eSu9rZjGxdVJu/S8BdYKB8SPNBZtoA""}}",3,2025-11-16 11:44:59.785117+00
romer,Romer,Calcetines artesanales modelo Romer.,48.00,Multicolor,Calcetines artesanales,Algodón artesanal,"Lavar a mano con agua fría, no usar secadora",Tejidos artesanalmente en España,Calces De Ratlles,"[""Calces De Ratlles""]",[],0,false,1000,2025-11-14 10:29:25.572133+00,2025-11-16 12:08:44.071+00,"{""imagePlaceholders"":{""/images/products/romer_001.jpg"":""data:image/webp;base64,UklGRn4AAABXRUJQVlA4IHIAAABQBACdASoYABgAPu1opk2ppqMiMBgMATAdiWUAAB5WLU7LgA5gRRFdeNuIAPb5u+rOZrMBA1JSqtSwY/HqFTgHm/gQa90UnDGRnDFG93k7sh7bqA5Iv2QhEeqt9xG7ZiKE3Iyb7qEhzWiD5+Yn0uW9AAA="",""/images/products/romer_002.jpg"":""data:image/webp;base64,UklGRn4AAABXRUJQVlA4IHIAAABQBACdASoYABgAPu1opk2ppqMiMBgMATAdiWUAAB5WLU7LgA5gRRFdeNuIAPb5u+rOZrMBA1JSqtSwY/HqFTgHm/gQa90UnDGRnDFG93k7sh7bqA5Iv2QhEeqt9xG7ZiKE3Iyb7qEhzWiD5+Yn0uW9AAA="",""/images/products/romer_003.jpg"":""data:image/webp;base64,UklGRn4AAABXRUJQVlA4IHIAAABQBACdASoYABgAPu1opk2ppqMiMBgMATAdiWUAAB5WLU7LgA5gRRFdeNuIAPb5u+rOZrMBA1JSqtSwY/HqFTgHm/gQa90UnDGRnDFG93k7sh7bqA5Iv2QhEeqt9xG7ZiKE3Iyb7qEhzWiD5+Yn0uW9AAA=""}}",0,
rosa,Rosa,Calcetines artesanales modelo Rosa.,0.00,Multicolor,Calcetines artesanales,Algodón artesanal,"Lavar a mano con agua fría, no usar secadora",Tejidos artesanalmente en España,Calces Mostraribrodades,"[""Calces Mostraribrodades""]",[],0,false,1000,2025-11-14 10:29:25.658919+00,2025-11-15 18:43:35.735+00,"{""imagePlaceholders"":{""/images/products/rosa_001.jpg"":""data:image/webp;base64,UklGRpYAAABXRUJQVlA4IIoAAABwBACdASoYABgAPu1sq1EppaOiqAqpMB2JYgCdAA5W3KP7W6m5UIRk4L4LwAD+4zn7Noh5b/svMY1GqjORhZviLGuJ5/LUNiPJ6XZNfpRK7ac/umYPCX3/gSUxAUeV0afZbvryKtMK4QuwrWG8jcWoT6vElG1g0wKOhSljfMFwNeoyEh/yoB5+4AA=""}}",2,2025-11-16 12:50:01.440402+00
sabinar,Sabinar,Calcetines artesanales modelo Sabinar.,48.00,Multicolor,Calcetines artesanales,Algodón artesanal,"Lavar a mano con agua fría, no usar secadora",Tejidos artesanalmente en España,Calces Llisses,"[""Calces Llisses""]",[],0,false,1000,2025-11-14 10:29:25.732123+00,2025-11-16 12:08:49.697+00,"{""imagePlaceholders"":{""/images/products/sabinar_001.jpg"":""data:image/webp;base64,UklGRswAAABXRUJQVlA4IMAAAABQBQCdASoYABgAPu1gp06ppSMiMBgMATAdiWUAxnwRS3UjoTKLQkaymxcKLZIlDYE8s4AA/vLfmmOQ/7fQnnGjD8yvnK8jchWvd0+EGKz7840V2U/w+XHPnr9z19pxIJvOrVV9iO3/t0qchbVOy/9p9hxCycFI9Kr9CyvgviP7oLDSltBw9PCETFZWexA/bwA8JuZUhoOycmhknlPsRjg2Hc5q/YiPh6LRSmKr2GCJLGKtrz3eSJDZjXZYm6LAAAA="",""/images/products/sabinar_002.jpg"":""data:image/webp;base64,UklGRroAAABXRUJQVlA4IK4AAAAwBQCdASoYABgAPuVep02pJSOiMAwBIByJYwDHMCFdBJfQg2LXKtng6AvO5iNggOINwAD+5tSYJCv2tZUDaynrxCj4jHltE6VHr79fMYLgZaleeWYxLrPm3QIq6vFcpS1MK1i4LiBGRpehF9/j9g3IwKSCKd9Et73KxnqhG00GK6cK2Rg0idEuD2nI4JnzyY6oeQy/nYo/3Tt1tDfyTYt2p0u4m5uyvLr3987YAAA=""}}",1,2025-11-16 16:38:46.359721+00
sagunt,Sagunt,Calcetines artesanales modelo Sagunt.,0.00,Multicolor,Calcetines artesanales,Algodón artesanal,"Lavar a mano con agua fría, no usar secadora",Tejidos artesanalmente en España,Calces Mostraribrodades,"[""Calces Mostraribrodades""]",[],0,false,1000,2025-11-14 10:29:25.817318+00,2025-11-15 18:43:37.773+00,"{""imagePlaceholders"":{""/images/products/sagunt_001.jpg"":""data:image/webp;base64,UklGRtIAAABXRUJQVlA4IMYAAAAwBgCdASoYABgAPu1oqk+ppaOiKA1RMB2JbACdOUE7O5UAia0YQAGWbE8+Mt8t7huiCZqn1FN90l4AAP4UnNo+Gg92gX7Y4OZCmjzN4DXX5EnAgTTVRvmRWz4EZTdJ6ldylnznyCl9ECiVes4Q6D3rfbeZlLOgwA+0p3N6veBS96T3T3WvynsaqG3fy7jTg1HWOEiuD7SkUYoddjyJtQ5IVjkIZG2osRhXWW9bfrZkb/yznzx8hKwSIZsgJ3Mipp7J6P0AAAA="",""/images/products/sagunt_002.jpg"":""data:image/webp;base64,UklGRtgAAABXRUJQVlA4IMwAAABQBQCdASoYABgAPu1oqU+ppiOiKA1RMB2JbADA3YyKdFIknSIdwkZGHlnDYtwi+xeMJwAA/tlT2n5w66BkUHZ99kp/3GhCm8bskiOzpsU4B9K29wZjVSifL8yqG1UjSfBa1YnaxUDyRapB1M4dS+Gdb9w9xQRm5ttGjEXdQgCcmH2974TZbk8aojSYzJHBsG2JJXPfgYou0Ms0v7w/LUlu9XKyZ3r4nV/DRTvrf+bbOJMDEslR+fq4/AXaWXbIeQLuguqdcURKkkHgAAA="",""/images/products/sagunt_003.jpg"":""data:image/webp;base64,UklGRvIAAABXRUJQVlA4IOYAAADQBQCdASoYABgAPu1oqVAppaOiqA1RMB2JbACdMoSA/3UAvVbBeLTainX7pyN+HqzfPPBMu7QAAP5xq5Ek5oTzFMUaIMJhVtFCAiFKJKQtt2ke32n+iHWfVpNoc3X4Dj/lDzOggI0B+Lcjt51Ikp61tg4HoO9p5duH/RrqNQG7n/LtzG5MwD003YwL/wQnpwde7EhLG9ksCsafchs4vr2zM+KIVMj/7BXfRwO/hIA7mGW5Jm+vptPnKSwWHW0F/+7d7gAd749I3FyH64TPbu6znQZAxzFCg+LEfSv1FluWr89QIEQAAA=="",""/images/products/sagunt_004.jpg"":""data:image/webp;base64,UklGRrgAAABXRUJQVlA4IKwAAACwBACdASoYABgAPu1qr1AppiSiqAqpMB2JbACnFBDOY/aAkA7sHORCnnwtwukwAP7LXfLRgc89rAUV2qaYVwO38E0LqiHnoCU4k+zFTXf6sdn+hrPT99ATP6NxZG1Tvc+9vFxziBDpEjdYbqHYd69c9qSp2tp4WhnUUCX9Yj996YoxJzXgKqQS0EW8lMSnmDqRfUxpKCfDcjg//KkjYIz9mnXvnSPhv8RfQQAA""}}",0,
salze,Salze,Calcetines artesanales modelo Salze.,0.00,Multicolor,Calcetines artesanales,Algodón artesanal,"Lavar a mano con agua fría, no usar secadora",Tejidos artesanalmente en España,Calces Mostraribrodades,"[""Calces Mostraribrodades""]",[],0,false,1000,2025-11-14 10:29:25.885724+00,2025-11-15 18:43:38.149+00,"{""imagePlaceholders"":{""/images/products/salze_001.jpg"":""data:image/webp;base64,UklGRqAAAABXRUJQVlA4IJQAAAAQBQCdASoYABgAPu1iqU4ppaOiMAgBMB2JZgCnFCFNv9NyY/p27pxjnRzrEInp5KaAAP7pE8bokGJoEeOhG4GyY7H7ZvrxVP2jlrwfG/4bhIguONjK0DgKkrB2YV8XdnzepCfAoMTpFQA+iUXCU6e18C3qubr9Pgy35fMYCOkQuAiTxlNhlkmSf9gMYGKpa3Bii2AA""}}",0,
sant-antoni,Sant Antoni,Calcetines artesanales modelo Sant Antoni.,0.00,Multicolor,Calcetines artesanales,Algodón artesanal,"Lavar a mano con agua fría, no usar secadora",Tejidos artesanalmente en España,Calces Mostraribrodades,"[""Calces Mostraribrodades""]",[],0,false,1000,2025-11-14 10:29:25.960781+00,2025-11-15 18:43:38.801+00,"{""imagePlaceholders"":{""/images/products/sant-antoni_001.jpg"":""data:image/webp;base64,UklGRq4AAABXRUJQVlA4IKIAAADQBACdASoYABgAPu1grE2ppaSiMBgMATAdiWoAnQBYB0eZIi0DaASh5I+Be28+oAD+8qQehf4Yg1NcRGL49cPZQOnX3hCbZ5Dk6rLoX2qGKe9j8tere6E/EuJnfRjIHc5dXsRB2vBb+/O8YOcwoJpk3I2txKo3XCUYBrC/HrXy1swpZ5vJPt3My4ywIW/gO6KbmfMNFwEXekf3ISPZkWwAAAA=""}}",1,2025-11-16 13:06:04.386044+00
sant-jordi,Sant Jordi,Calcetines artesanales modelo Sant Jordi.,0.00,Multicolor,Calcetines artesanales,Algodón artesanal,"Lavar a mano con agua fría, no usar secadora",Tejidos artesanalmente en España,Calces Mostraribrodades,"[""Calces Mostraribrodades""]",[],0,false,1000,2025-11-14 10:29:26.053314+00,2025-11-15 18:43:39.24+00,"{""imagePlaceholders"":{""/images/products/sant-jordi_001.jpg"":""data:image/webp;base64,UklGRpwAAABXRUJQVlA4IJAAAAAQBQCdASoYABgAPu1mp02ppaOiMBgMATAdiWgApxQRB0eZEmv/dD1qnJet5CVzVr/YAP7jMIHX4noi7ZGruNG0FTmsv7LLua7UVJ/lr1LquiBDU25qS1eVPqM60fqPMawueqDbtMPwPSIu+M95pOuKpRkJTyXjXPoM1o9Uq7F+lvUQyvQ88YkiamPMK6uAAAA=""}}",2,2025-11-16 13:10:19.922163+00
sant-maure,Sant Maure,Calcetines artesanales modelo Sant Maure.,0.00,Multicolor,Calcetines artesanales,Algodón artesanal,"Lavar a mano con agua fría, no usar secadora",Tejidos artesanalmente en España,Calces Mostraribrodades,"[""Calces Mostraribrodades""]",[],0,false,1000,2025-11-14 10:29:26.132024+00,2025-11-15 18:43:39.649+00,"{""imagePlaceholders"":{""/images/products/sant-maure_001.jpg"":""data:image/webp;base64,UklGRqQAAABXRUJQVlA4IJgAAADwBACdASoYABgAPuFUpU2opCOiN/qoARAcCWIAqPQcTKALq68/dnFT4R2w+T9mUgAA/ujvjrMlW0dKHYvkBV6S7l/qUc46JaWGu4P3Dj/o0+x0eZGSr1E2EI3F1dvuUBnYOikB27F8NfVi0EMCJZocntMod7tU4KUuYgM1XhrbYarjpZdFEnU2Jfi9JnKRocH97DKCFAAAAA==""}}",1,2025-11-16 13:10:52.308224+00
sant-pasqual,Sant Pasqual,Calcetines artesanales modelo Sant Pasqual.,0.00,Multicolor,Calcetines artesanales,Algodón artesanal,"Lavar a mano con agua fría, no usar secadora",Tejidos artesanalmente en España,De Home,"[""Calces Mostraribrodades"",""De Home""]",[],0,false,1000,2025-11-14 10:29:26.204892+00,2025-11-15 18:43:40.084+00,"{""imagePlaceholders"":{""/images/products/sant-pasqual_001.jpg"":""data:image/webp;base64,UklGRrIAAABXRUJQVlA4IKYAAABQBQCdASoYABgAPu1qrFEppaQiqAqpMB2JZACxDNiBkeqpGX1aSTE/ch4FmFjmhQHBQeAA/tyMV/wEnqGeHj5sJ5kIlBLAkrjQ98SAS2yXvZK0a8+hJbb+w7I5OaAZ4PO012SXNmsxVjl2stLaZJsYPIPeyh8GKCRo+I0rOKqdjqUlrtvZRYuQby/Ghp0D1hzQj3Tgx3SnjIWtpFLjn9z0o5DwAAAA""}}",2,2025-11-16 17:08:12.288905+00
santa-barbara,Santa Barbara,Calcetines artesanales modelo Santa Barbara.,0.00,Multicolor,Calcetines artesanales,Algodón artesanal,"Lavar a mano con agua fría, no usar secadora",Tejidos artesanalmente en España,Calces Mostraribrodades,"[""Calces Mostraribrodades""]",[],0,false,1000,2025-11-14 10:29:26.282839+00,2025-11-15 18:43:41.835+00,"{""imagePlaceholders"":{""/images/products/santa-barbara_001.jpg"":""data:image/webp;base64,UklGRqQAAABXRUJQVlA4IJgAAADQBACdASoYABgAPu1urlIppiQiqAgBMB2JQBhQCr9Qe4AjRkKzIgarIyVkrkVYAAD+rrLlJ1+w/V1A2AN7eyum+Q/XxAQRLukN9AKa9xOq3KBa7yEqHCAZ8EYbP7t9cHQA9M7yzF5lnKot3EBhQ+hy3ZqB6xJgopEj3vYwwximBsdEcuwA31w6hgl/+8chT4ea+pZuHgAAAA=="",""/images/products/santa-barbara_002.jpg"":""data:image/webp;base64,UklGRooAAABXRUJQVlA4IH4AAACQBACdASoYABgAPu1krVAppSQisBgIATAdiWUAxvQMHdpdKIm+Ycqqp1YgmsAA+t/F8LAm7yBOsiTA2LqYjh4Mb9jWkfyfm42x63jixV5dfMsSaUJbrd2PwijipN7Sp2J7kTRVQho4QFBVzjiztQ44zZ5g82kLBtSSAnDQAAA="",""/images/products/santa-barbara_003.jpg"":""data:image/webp;base64,UklGRooAAABXRUJQVlA4IH4AAABwBACdASoYABgAPu1krU+ppSQiMBgIATAdiWUAygAMOXdPs93i2R3ct2JwAAD638XwsCbvIE2sLyQbENa3Dfj+rwkY38RHc0igKd6aA/aNMDMH7983u7Tu07N+qD0zfdxz+jRNywblMbYiCq9HP8VdpaP+VvYuD+hulAAAAAA="",""/images/products/santa-barbara_004.jpg"":""data:image/webp;base64,UklGRpwAAABXRUJQVlA4IJAAAABwBQCdASoYABgAPu1gq04ppSQiMBgMATAdiWIAzBwQp/iSZNdRx5/+TJwesb9VVcBS0+4AAP70JS8Rndxi/TXiWc2XgSupSO116c13BS1oAF3uKxp1dlv6vXihnG3a+V+ETQ/DJYqU+RwKc3aWukcFNoS7POFoFZ6XIUZ4Q6dVflnX0kYdEH4crBE6w7wAAAA="",""/images/products/santa-barbara_005.jpg"":""data:image/webp;base64,UklGRp4AAABXRUJQVlA4IJIAAABQBQCdASoYABgAPu1eq04ppKQiMBgMATAdiWIAygAQqB6e1tVNGuLS/A9XJq9zPxmeUuAA/vQlLxGd3GL9NeJZzZeBAnRXlqKYpOGOxABLahYzENOrn37+gN1SNhZW5MahLzj+rJU6SLH7S11lem5emF0y8MsLvc0FbqwlxFFW1NLuHdiIX0qOyK2WAeEPT8AAAA=="",""/images/products/santa-barbara_006.jpg"":""data:image/webp;base64,UklGRswAAABXRUJQVlA4IMAAAABwBQCdASoYABgAPu1kq06ppaQiKA1RMB2JZQCzgd0YS6BceZPy0xsY1nTj0gYgtAHl+iqwAP4uWn51L9uaSwHtKiGYVYh4VXj75Z3/hmAKnBwirENp78IEETDqivXobbcdGPl7+Llrs0LX2U94AfPq8qsAZv13h8IdmOsXLbxUaZCQeHDvPhlrf9EfIenbFQ5n5GgZSG499n7QmX7Pu9azBknIhCmDP48YnoY/9OCfcm/chm+xF3ZA1Dp7LnS07gA=""}}",2,2025-11-16 13:16:06.632334+00
santa-catalina,Santa Catalina,Calcetines artesanales modelo Santa Catalina.,0.00,Multicolor,Calcetines artesanales,Algodón artesanal,"Lavar a mano con agua fría, no usar secadora",Tejidos artesanalmente en España,Calces Mostraribrodades,"[""Calces Mostraribrodades""]",[],0,false,1000,2025-11-14 10:29:26.352685+00,2025-11-15 18:43:47.018+00,"{""imagePlaceholders"":{""/images/products/santa-catalina_001.jpg"":""data:image/webp;base64,UklGRsoAAABXRUJQVlA4IL4AAACQBQCdASoYABgAPu1iq02ppaQiMBgMATAdiUAZVuWAiCyCRv6pNaKjxPVQ0ldl8JiblcUR8AD+6O6WD54r5ih4UU6JBOF9+meU4P7GFpB9J9+PxE7Eo+3cN+/wZJwlNwzdkIe8uhe0EOdRJwuy/ODF2stk9e8Kg1rd/l23dH+fPwm3dnXF+UtrQgAppRV/3+9u7PvsT9hFMb7iiU67OZkpT6bzSCDv+riUUHkN3G/lApLY+XIoqBnkqVChAAAA"",""/images/products/santa-catalina_002.jpg"":""data:image/webp;base64,UklGRqoAAABXRUJQVlA4IJ4AAABQBQCdASoYABgAPu1iqE4ppSOiMBgMATAdiWMAwoARY9dl9/3WgyMmzSftAWPI5ELsT0AA/uNPQp52xncn3WojSMFe9JSYUltdCLEJ3Cll+YaIv7SRo4nRvdfrSgBbgv00pIFWlGxpz1S53Swzd3Uef8d9tFo2f+ffmhLSBWNs1BAIDbr33R71i8TLWt5f81ie1yV4w9LBcHNaEAAAAA=="",""/images/products/santa-catalina_003.jpg"":""data:image/webp;base64,UklGRnQAAABXRUJQVlA4IGgAAABQBACdASoYABgAPu1kqk2ppaQpMAgBMB2JZQDI1CIOiN4lh19Gn0qJ/ZgAAP6eglSHLeYj/NFrIyKLpv20b85w6VIFUmaVPImXHCvs3gVOg2qgoLvoEVtokc8cIJBDmJR/gviJTFmoAA=="",""/images/products/santa-catalina_004.jpg"":""data:image/webp;base64,UklGRngAAABXRUJQVlA4IGwAAABQBACdASoYABgAPulep02pJSOmN/VYASAdCWMAvzgPSKf/D/HSnl0T6kegAP0ZrTkCkpSKMRe1tbaDhcbg3W7pskvO1bH2fZM3EIzI3iTi4vEphmA42h+IpWq0UIXH6LhWrXqblRXE1xoAAAA="",""/images/products/santa-catalina_005.jpg"":""data:image/webp;base64,UklGRmoAAABXRUJQVlA4IF4AAADQBACdASoYABgAPtlapE2oJSOiN/qoAQAbCWUAtOgiEH3vl41kk5i+n6PFfcCwAAD+4xV/zKKRS/SGCMwFLm+AIiGQTSKFuaKK0Ja3fINlnm/S0c0F7oGRzYjgAAAA"",""/images/products/santa-catalina_006.jpg"":""data:image/webp;base64,UklGRoQAAABXRUJQVlA4IHgAAADQBACdASoYABgAPu1oqU+ppiOiKA1RMB2JYwC7M47BnSHvSJ0GtzfnjpMntt2XAAD+FJ7dL4sMQJ7mX5jXX3YWcH8uI7SDyo21YPnWNT7cT+elDXluX0fnzC4DLSwdEJs1Nuaq6MFbZG1EZhCPVn3PtnzhMug/QAA="",""/images/products/santa-catalina_007.jpg"":""data:image/webp;base64,UklGRmoAAABXRUJQVlA4IF4AAAAwBACdASoYABgAPu1mq06ppaOiKA1RMB2JZQDE2A3vjCEjuOWc2+VY1gAA/p6hCuycVkmvXZMTuWQTyYa2UAoB6iq/mHTUjqLPLHI52i9OIODo/SF2UIxV0FkXUAAA"",""/images/products/santa-catalina_009.jpg"":""data:image/webp;base64,UklGRnAAAABXRUJQVlA4IGQAAACQBACdASoYABgAPuVepk2pJSOiN/VYASAciWUAuwANz4tcUntQmvqsDxGepcAA/p3IWgEJWFm1VSRqIRdP9NedqpdLCU6eTq/Kvr6Yv0AgsGS9OeWDI4Yb29Ci1lpU+987AAAA"",""/images/products/santa-catalina_010.jpg"":""data:image/webp;base64,UklGRoYAAABXRUJQVlA4IHoAAADwBACdASoYABgAPu1eqE6ppKOiMBgMATAdiWMArAAMO0p8SEBAX8Ybn4iISbYfuMAA/p7GOcsKbBiZNJolzuu+r0eLShoYtbKBPyDTtLRRcxdDd9AvNn9CwW38GYbwF67OArIMuiF7/UocexMwCkQhQ/+gToajcAAAAA=="",""/images/products/santa-catalina_011.jpg"":""data:image/webp;base64,UklGRngAAABXRUJQVlA4IGwAAACwBACdASoYABgAPuVepk2pJSOiN/VYASAciWUAx+QJz9zsz5TwC5GK7pgJ5bIAAOjtbT5g48aZ3WVu4ZmHymCa0qXr/7kK+NP3ihPP62aOCxBiYwAG7QSrKeI1KBo/OJHCxOdKsbSyhlqoAAA="",""/images/products/santa-catalina_012.jpg"":""data:image/webp;base64,UklGRoYAAABXRUJQVlA4IHoAAAAwBACdASoYABgAPu1mqk8ppaOiKA1RMB2JYwAAIXUoSEh7n00s8G3QNIAA/nEkXUDe14r6CuKLg5AlO4yCoQ9y5n0LWn36p9zdaR/Blucp/T6+8beH/58SV6m1xZfFbB1b5fVJ1nFUtb9IgyUx0oOd3x0l32/+YAAAAA=="",""/images/products/santa-catalina_013.jpg"":""data:image/webp;base64,UklGRowAAABXRUJQVlA4IIAAAABQBACdASoYABgAPu1mrE6ppaQiKA1RMB2JQBZwAUnQqrzry1EhLxAYf9kAAPm7yKOP27UXpk210fdkwCFuZhmkJzj/V4D/v1ZNkqJCqh5xAM5sFtxQvMrWIbl0eO2+a4Q8F50e2nkbm2QUiHDAq8OaBKanUOeld5dc32au+GAAAA=="",""/images/products/santa-catalina_014.jpg"":""data:image/webp;base64,UklGRnoAAABXRUJQVlA4IG4AAABQBACdASoYABgAPu1kqk2ppaQiMAgBMB2JZwAAQx5+LGZ+cY2+OfFBIu8YAP7w2v+1UAjwn9VSqPYZBnJxmUCSE6EkHcjCCsZx6m9PMxlLjT6WPRwJTKuYs4B7q9NBcTozXbUQMlGHdF2RC0CAAA=="",""/images/products/santa-catalina_015.jpg"":""data:image/webp;base64,UklGRmwAAABXRUJQVlA4IGAAAABQBACdASoYABgAPtVYok2oJaMiN+gBABqJZQC/7DKXTku3tmhY0ykJQ2gAAP7o2+zYYaSGYUg16R04xHspxUizWRxn+is+wk0GTU85UPJl8SinbIkg5Vf+qEavkJ+5gAA="",""/images/products/santa-catalina_016.jpg"":""data:image/webp;base64,UklGRnYAAABXRUJQVlA4IGoAAADwBACdASoYABgAPuFipk2opiOiN/VYARAcCWUAxNgJxhSPWYxeyV2s50eoPcjNOwAA+bTgET/Ar/0ynaxjuaHdYEbQJurSsOqcWaNNLYOFSdSJL7mlXXbtpk87Y01PIMVKB/+WEIboHwAA"",""/images/products/santa-catalina_018.jpg"":""data:image/webp;base64,UklGRuYAAABXRUJQVlA4INoAAAAQBQCdASoYABgAPu1urlKppiQiqAgBMB2JZQAD54DwjUbaRVIKiguSbZq1jA3ridWIAP5s5Y91R7/9vrlIOPeX4U5AOM0mM4Y+jPgNO9vmFyrgdKf6D6m3ievGfc7uXFIK/tPJbP696v8wbMXDyW8xP9xfUtKGSLTvCTsHS4P/XApoDXDggBnb553tnCvkplziZHoNwjrWirKsn5Gm3qwaOwbYqrKVNOHuVJrIXnMRNahThOxT2iWEbpbbgEv8Dqa3NvdCYgMmewIFwziKDcjKsbzWIql8rTYAAA==""}}",2,2025-11-16 12:22:13.017132+00
santa-fac,Santa Faç,Calcetines artesanales modelo Santa Faç.,0.00,Multicolor,Calcetines artesanales,Algodón artesanal,"Lavar a mano con agua fría, no usar secadora",Tejidos artesanalmente en España,Web,"[""Calces Mostraribrodades"",""De Home"",""Web""]",[],0,false,1000,2025-11-14 10:29:26.427182+00,2025-11-15 18:43:47.649+00,"{""imagePlaceholders"":{""/images/products/santa-fac_001.jpg"":""data:image/webp;base64,UklGRqoAAABXRUJQVlA4IJ4AAABQBQCdASoYABgAPu1oqk2ppiQiMAgBMB2JZQC90BjswlNuL4OKjc5c0FKEZCZzk7fp7AAA/rnLP8pTlNW2FOoESgyK9CkzDRYcxgeANVZD4mWrruXxWeX/hOzK/imalzMZn87uSipZH6ScC4xlFv/3P6fFX5q8qbJgU84zdbcO/avxXRv/KQH/36BjvILUnQ3mwMl03SmSoXypMrgAAA=="",""/images/products/santa-fac_002.jpg"":""data:image/webp;base64,UklGRtYAAABXRUJQVlA4IMoAAABwBQCdASoYABgAPu1wsFIppiSiqAgBMB2JZACdMwnlrQwNcwopyCl0qvUHTtUOgEzKXl7gAP7jAhJBD99LOUKAuN34KGBbeMIGpE/oXLx012Lu8Xp+chV1okeXY0IU9axgyIREe6/UvGJOux4ftULMgE+098TkkZPBioAresheSzcB+nes8P81E9uRpstC2OmGulWzcQPTUs6irDvGr5Xj7VO2qTn6kPOeECKzxxnZ1OJJfqU8YCf3qJDsPRylnABrpLqg+qH18AAA""}}",1,2025-11-16 13:51:13.788519+00
